"Year","NMFS Name","Pounds","Metric Tons","Dollars","Confidentiality","Collection","Scientific Name","Tsn"
"2020","JACKS **","9,762","4","32,864","Public","Commercial","Carangidae","168584"
"2020","MILKFISH","1,135","1","2,063","Public","Commercial","Chanos chanos","162838"
"2020","SAILFISH","11,643","5","12,268","Public","Commercial","Istiophorus platypterus","172488"
"2020","TUNAS **","2,317","1","12,145","Public","Commercial","Thunnus","172418"
"2020","SWORDFISH","809,676","367","2,977,141","Public","Commercial","Xiphias gladius","172482"
"2020","LIMPETS **","13,637","6","94,944","Public","Commercial","Fissurellidae","69510"
"2020","MULLETS **","1,736","1","8,556","Public","Commercial","Mugilidae","170333"
"2020","DOLPHINFISH","535,492","243","1,925,720","Public","Commercial","Coryphaena hippurus","168791"
"2020","EMPERORS **","6,689","3","31,036","Public","Commercial","Lethrinidae","169129"
"2020","JACK, BLACK","74","0","262","Public","Commercial","Caranx lugubris","168613"
"2020","POMFRETS **","524,792","238","1,367,454","Public","Commercial","Bramidae","170287"
"2020","MARLIN, BLUE","974,893","442","1,109,261","Public","Commercial","Makaira nigricans","172491"
"2020","OCTOPUSES **","3,676","2","18,295","Public","Commercial","Octopodidae","82590"
"2020","SCAD, BIGEYE","267,903","122","869,180","Public","Commercial","Selar crumenophthalmus","168677"
"2020","TUNA, BIGEYE","15,700,577","7,122","53,278,934","Public","Commercial","Thunnus obesus","172428"
"2020","AMBERJACKS **","1,684","1","2,755","Public","Commercial","Seriola","168688"
"2020","GOATFISHES **","31,478","14","135,101","Public","Commercial","Mullidae","169406"
"2020","MARLIN, BLACK","7,679","3","8,522","Public","Commercial","Istiompax indica","768125"
"2020","RUDDERFISH **","9,505","4","19,319","Public","Commercial","Kyphosidae","169503"
"2020","THREADFINS **","189","0","1,519","Public","Commercial","Polynemidae","170445"
"2020","CRUSTACEANS **","9,264","4","73,858","Confidential","Commercial","Crustacea","83677"
"2020","SCAD, MACKEREL","52,349","24","160,196","Public","Commercial","Decapterus macarellus","168724"
"2020","SPEARFISHES **","272,992","124","220,508","Public","Commercial","Tetrapturus ","172498"
"2020","TUNA, ALBACORE","128,300","58","225,984","Public","Commercial","Thunnus alalunga","172419"
"2020","TUNA, KAWAKAWA","2,900","1","8,770","Public","Commercial","Euthynnus affinis","172403"
"2020","TUNA, SKIPJACK","315,327","143","660,224","Public","Commercial","Katsuwonus pelamis","172401"
"2020","MARLIN, STRIPED","916,504","416","1,150,073","Public","Commercial","Kajikia audax","768127"
"2020","MULLET, STRIPED","4,745","2","26,919","Public","Commercial","Mugil cephalus","170335"
"2020","PARROTFISHES **","44,088","20","218,269","Public","Commercial","Scaridae","170809"
"2020","RUNNER, RAINBOW","1,947","1","4,005","Public","Commercial","Elagatis bipinnulata","168738"
"2020","TUNA, YELLOWFIN","4,459,439","2,023","13,745,700","Public","Commercial","Thunnus albacares","172423"
"2020","SURGEONFISHES **","64,426","29","141,501","Public","Commercial","Acanthuridae","172250"
"2020","TRIGGERFISHES **","130","0","345","Public","Commercial","Balistidae","173128"
"2020","SCORPIONFISHES **","1,599","1","11,858","Public","Commercial","Scorpaenidae","166704"
"2020","SNAPPER, GLASSEYE","1,102","0","4,332","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2020","SQUIRRELFISHES **","55,822","25","286,995","Public","Commercial","Holocentridae","166170"
"2020","VERTEBRATES, JAWED","821,365","373","1,719,624","Confidential","Commercial","Gnathostomata ","914179"
"2020","JOBFISH, GREEN /UKU","37,530","17","180,966","Public","Commercial","Aprion virescens","168926"
"2020","LOBSTERS, SLIPPER **","184","0","2,461","Public","Commercial","Scyllaridae","97660"
"2020","LOBSTER, BANDED SPINY","1,408","1","12,628","Public","Commercial","Panulirus marginatus","199948"
"2020","SQUIDS, LOLIGINIDAE **","3,796","2","23,605","Public","Commercial","Loliginidae","82369"
"2020","LEATHERSKIN, LARGEMOUTHED","283","0","626","Public","Commercial","Scomberoides lysan","641950"
"2020","CRABS, DECAPODA (ORDER) **","2,656","1","21,329","Public","Commercial","Decapoda","95599"
"2020","GROUPERS, SERRANIDAE (FAMILY) **","8,094","4","43,347","Public","Commercial","Serranidae","167674"
"2020","SNAPPERS, LUTJANIDAE (FAMILY) **","167,341","76","1,007,575","Public","Commercial","Lutjanidae","168845"
"2020","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","5,587","3","9,771","Public","Commercial","Sphyraenidae","170424"
