Year,Species,Pounds,Dollars,Habitat,,,,,,,,,,
2006,SQUIRRELFISHES **,27140,130283.2327,Reef,,,,,,,,,,
2006,SURGEONFISHES **,65704,138084.8702,Reef,,,,,,,,,,
2006,"TENPOUNDER, HAWAIIAN",1016,1272.642895,Reef,,,,,,,,,,
2006,THREADFINS **,366,2281.034767,Reef,,,,,,,,,,
2006,TRIGGERFISHES **,1521,3364.214665,Reef,,,,,,,,,,
2007,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",25410,34170.3698,Reef,,,,,,,,,,
2007,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",55,65.54884438,Reef,,,,,,,,,,
2007,"CRABS, DECAPODA (ORDER) **",10080,52524.04622,Reef,,,,,,,,,,
2007,"CUCUMBERS, SEA **",163,761.0949153,Reef,,,,,,,,,,
2007,EELS **,1975,2492.069954,Reef,,,,,,,,,,
2007,EMPERORS **,3320,13603.81294,Reef,,,,,,,,,,
2007,GOATFISHES **,26479,114499.2647,Reef,,,,,,,,,,
2007,"GROUPERS, SERRANIDAE (FAMILY) **",23435,143487.6342,Reef,,,,,,,,,,
2007,"JACK, BLACK ",436,852.1349769,Reef,,,,,,,,,,
2007,JACKS **,29796,72984.99661,Reef,,,,,,,,,,
2007,"JOBFISH, GREEN /UKU ",148899,574862.1513,Reef,,,,,,,,,,
2007,"LEATHERSKIN, LARGEMOUTHED ",278,572.9454545,Reef,,,,,,,,,,
2007,LIMPETS **,6794,71307.43174,Reef,,,,,,,,,,
2007,"LOBSTER, BANDED SPINY ",7845,112778.0006,Reef,,,,,,,,,,
2007,"LOBSTERS, SLIPPER **",4,33.98828968,Reef,,,,,,,,,,
2007,OCTOPUSES **,17009,74647.99507,Reef,,,,,,,,,,
2007,PARROTFISHES **,43458,189124.1963,Reef,,,,,,,,,,
2007,RUDDERFISH **,31073,41276.35008,Reef,,,,,,,,,,
2007,"RUNNER, RAINBOW ",987,2504.208629,Reef,,,,,,,,,,
2007,"SCAD, BIGEYE ",268791,774080.8696,Reef,,,,,,,,,,
2007,"SCAD, MACKEREL ",192691,554487.3855,Reef,,,,,,,,,,
2007,SCORPIONFISHES **,1469,7365.74792,Reef,,,,,,,,,,
2007,SEAWEED,8676,86485.63082,Reef,,,,,,,,,,
2007,"SHARKS, CHONDRICHTHYES (CLASS) **",318,271.9063174,Reef,,,,,,,,,,
2007,"SNAPPER, GLASSEYE ",4111,16531.66133,Reef,,,,,,,,,,
2007,"SQUIDS, LOLIGINIDAE **",2211,6282.97812,Reef,,,,,,,,,,
2007,SQUIRRELFISHES **,33011,160674.784,Reef,,,,,,,,,,
2007,SURGEONFISHES **,85177,187517.0357,Reef,,,,,,,,,,
2007,"TENPOUNDER, HAWAIIAN",1206,1507.623421,Reef,,,,,,,,,,
2007,THREADFINS **,229,1666.640062,Reef,,,,,,,,,,
2007,TRIGGERFISHES **,760,1582.883205,Reef,,,,,,,,,,
2007,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",120,436.9922958,Reef,,,,,,,,,,
2008,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32668,34952.85339,Reef,,,,,,,,,,
2008,"CABRILLA, SPOTTED ",3,9.524911509,Reef,,,,,,,,,,
2008,"CRABS, DECAPODA (ORDER) **",13228,67795.93889,Reef,,,,,,,,,,
2008,"CUCUMBERS, SEA **",149,700.0809959,Reef,,,,,,,,,,
2008,EELS **,605,740.5618698,Reef,,,,,,,,,,
2008,EMPERORS **,3138,13281.29848,Reef,,,,,,,,,,
2008,GOATFISHES **,36605,176881.1786,Reef,,,,,,,,,,
2008,"GROUPERS, SERRANIDAE (FAMILY) **",19341,118547.0486,Reef,,,,,,,,,,
2008,"JACK, BLACK ",495,1063.218247,Reef,,,,,,,,,,
2008,JACKS **,29896,82311.90403,Reef,,,,,,,,,,
2008,"JOBFISH, GREEN /UKU ",137371,590375.4463,Reef,,,,,,,,,,
2008,"LEATHERSKIN, LARGEMOUTHED ",303,664.3625777,Reef,,,,,,,,,,
2008,LIMPETS **,6526,66845.82897,Reef,,,,,,,,,,
2008,"LOBSTER, BANDED SPINY ",9912,143251.0972,Reef,,,,,,,,,,
2008,"LOBSTERS, SLIPPER **",1,4.762455754,Reef,,,,,,,,,,
2008,OCTOPUSES **,20875,99642.48052,Reef,,,,,,,,,,
2008,PARROTFISHES **,44401,198495.584,Reef,,,,,,,,,,
2008,RUDDERFISH **,37658,58096.00713,Reef,,,,,,,,,,
2008,"RUNNER, RAINBOW ",2799,6617.432271,Reef,,,,,,,,,,
2008,"SCAD, BIGEYE ",154839,533939.155,Reef,,,,,,,,,,
2008,"SCAD, MACKEREL ",162931,524542.8298,Reef,,,,,,,,,,
2008,SCORPIONFISHES **,1369,7041.290833,Reef,,,,,,,,,,
2008,SEAWEED,12644,119254.2733,Reef,,,,,,,,,,
2008,"SHARKS, CHONDRICHTHYES (CLASS) **",150,115.489552,Reef,,,,,,,,,,
2008,"SNAPPER, GLASSEYE ",3244,12470.49039,Reef,,,,,,,,,,
2008,"SQUIDS, LOLIGINIDAE **",1479,3883.782668,Reef,,,,,,,,,,
2008,SQUIRRELFISHES **,56512,306858.121,Reef,,,,,,,,,,
2008,SURGEONFISHES **,77913,172697.3612,Reef,,,,,,,,,,
2008,"TENPOUNDER, HAWAIIAN",432,506.0109239,Reef,,,,,,,,,,
2008,THREADFINS **,422,3182.511058,Reef,,,,,,,,,,
2008,TRIGGERFISHES **,588,770.3272183,Reef,,,,,,,,,,
2008,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",14,150.0173563,Reef,,,,,,,,,,
2009,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",20132,20523.17151,Reef,,,,,,,,,,
2009,"CRABS, DECAPODA (ORDER) **",10433,54826.9295,Reef,,,,,,,,,,
2009,"CUCUMBERS, SEA **",87,411.2196963,Reef,,,,,,,,,,
2009,EELS **,1588,1930.841907,Reef,,,,,,,,,,
2009,EMPERORS **,3808,15986.75653,Reef,,,,,,,,,,
2009,GOATFISHES **,47232,253629.201,Reef,,,,,,,,,,
2009,"GROUPERS, SERRANIDAE (FAMILY) **",21981,116812.3904,Reef,,,,,,,,,,
2009,"HERRING, ROUND ",673,1634.243793,Reef,,,,,,,,,,
2009,HERRINGS **,275,488.0279729,Reef,,,,,,,,,,
2009,"JACK, BLACK ",292,642.8261919,Reef,,,,,,,,,,
2009,JACKS **,27663,72505.83145,Reef,,,,,,,,,,
2009,"JOBFISH, GREEN /UKU ",107074,436707.0458,Reef,,,,,,,,,,
2009,"LEATHERSKIN, LARGEMOUTHED ",214,441.9430069,Reef,,,,,,,,,,
2009,LIMPETS **,11436,91823.70385,Reef,,,,,,,,,,
2009,"LOBSTER, BANDED SPINY ",11000,160791.6279,Reef,,,,,,,,,,
2009,OCTOPUSES **,20688,94924.39489,Reef,,,,,,,,,,
2009,PARROTFISHES **,48001,206214.861,Reef,,,,,,,,,,
2009,RAYS **,44,181.9765323,Reef,,,,,,,,,,
2009,RUDDERFISH **,17582,31206.61195,Reef,,,,,,,,,,
2009,"RUNNER, RAINBOW ",2379,5260.776114,Reef,,,,,,,,,,
2009,"SCAD, BIGEYE ",200354,759547.594,Reef,,,,,,,,,,
2009,"SCAD, MACKEREL ",205037,655837.5139,Reef,,,,,,,,,,
2009,SCORPIONFISHES **,2110,13053.86203,Reef,,,,,,,,,,
2009,SEAWEED,14576,129120.6213,Reef,,,,,,,,,,
2009,"SHARKS, CHONDRICHTHYES (CLASS) **",236,102.8049241,Reef,,,,,,,,,,
2009,"SNAPPER, GLASSEYE ",2521,10454.19728,Reef,,,,,,,,,,
2009,"SQUIDS, LOLIGINIDAE **",3138,6674.048404,Reef,,,,,,,,,,
2009,SQUIRRELFISHES **,50266,246764.9044,Reef,,,,,,,,,,
2009,SURGEONFISHES **,83759,193233.0806,Reef,,,,,,,,,,
2009,"TENPOUNDER, HAWAIIAN",1645,1965.110215,Reef,,,,,,,,,,
2009,THREADFINS **,454,3872.318807,Reef,,,,,,,,,,
2009,TRIGGERFISHES **,1423,1774.862022,Reef,,,,,,,,,,
2010,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",27619,31534.97247,Reef,,,,,,,,,,
2010,"CRABS, DECAPODA (ORDER) **",11728,60324.92937,Reef,,,,,,,,,,
2010,"CUCUMBERS, SEA **",374,3227.437454,Reef,,,,,,,,,,
2010,EELS **,720,1039.601641,Reef,,,,,,,,,,
2010,EMPERORS **,6528,25248.30277,Reef,,,,,,,,,,
2010,GOATFISHES **,61983,328216.2551,Reef,,,,,,,,,,
2010,"GROUPERS, SERRANIDAE (FAMILY) **",9701,52458.99965,Reef,,,,,,,,,,
2010,"JACK, BLACK ",127,279.1739238,Reef,,,,,,,,,,
2010,JACKS **,27259,80920.72278,Reef,,,,,,,,,,
2010,"JOBFISH, GREEN /UKU ",109081,499988.8166,Reef,,,,,,,,,,
2010,"LEATHERSKIN, LARGEMOUTHED ",255,588.7182326,Reef,,,,,,,,,,
2010,LIMPETS **,12105,82849.24223,Reef,,,,,,,,,,
2010,"LOBSTER, BANDED SPINY ",9419,136073.342,Reef,,,,,,,,,,
2010,"LOBSTERS, SLIPPER **",21,228.9459793,Reef,,,,,,,,,,
2010,OCTOPUSES **,22635,105246.2331,Reef,,,,,,,,,,
2010,PARROTFISHES **,62858,251872.1158,Reef,,,,,,,,,,
2010,RUDDERFISH **,27581,41100.47566,Reef,,,,,,,,,,
2010,"RUNNER, RAINBOW ",2332,5238.891415,Reef,,,,,,,,,,
2010,"SCAD, BIGEYE ",254996,843727.8427,Reef,,,,,,,,,,
2010,"SCAD, MACKEREL ",204644,617612.1497,Reef,,,,,,,,,,
2010,SCORPIONFISHES **,1951,11129.57802,Reef,,,,,,,,,,
2010,SEAWEED,10108,111272.4183,Reef,,,,,,,,,,
2010,"SHARKS, CHONDRICHTHYES (CLASS) **",4,NA,Reef,,,,,,,,,,
2010,"SNAPPER, GLASSEYE ",4583,17804.05417,Reef,,,,,,,,,,
2010,"SQUIDS, LOLIGINIDAE **",5978,15309.01023,Reef,,,,,,,,,,
2010,SQUIRRELFISHES **,88294,404920.1668,Reef,,,,,,,,,,
2010,SURGEONFISHES **,112612,236655.3848,Reef,,,,,,,,,,
2010,"TENPOUNDER, HAWAIIAN",1127,1371.339693,Reef,,,,,,,,,,
2010,THREADFINS **,507,3955.158602,Reef,,,,,,,,,,
2010,TRIGGERFISHES **,326,533.8179212,Reef,,,,,,,,,,
2011,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",52636,57116.31799,Reef,,,,,,,,,,
2011,"CRABS, DECAPODA (ORDER) **",8949,52506.41705,Reef,,,,,,,,,,
2011,"CUCUMBERS, SEA **",181,1312.374381,Reef,,,,,,,,,,
2011,EELS **,490,652.1825608,Reef,,,,,,,,,,
2011,EMPERORS **,4962,18572.32864,Reef,,,,,,,,,,
2011,GOATFISHES **,44723,258445.0745,Reef,,,,,,,,,,
2011,"GROUPERS, SERRANIDAE (FAMILY) **",10712,53260.43162,Reef,,,,,,,,,,
2011,"HERRING, ROUND ",161,368.4259379,Reef,,,,,,,,,,
2011,HERRINGS **,148,296.3426022,Reef,,,,,,,,,,
2011,"JACK, BLACK ",68,351.2632389,Reef,,,,,,,,,,
2011,JACKS **,21466,74012.42303,Reef,,,,,,,,,,
2011,"JOBFISH, GREEN /UKU ",93825,476347.2773,Reef,,,,,,,,,,
2011,"LEATHERSKIN, LARGEMOUTHED ",308,842.1164294,Reef,,,,,,,,,,
2011,LIMPETS **,7766,53124.27421,Reef,,,,,,,,,,
2011,"LOBSTER, BANDED SPINY ",10013,119078.238,Reef,,,,,,,,,,
2011,"LOBSTERS, SLIPPER **",3,29.74867821,Reef,,,,,,,,,,
2011,MILKFISH ,684,933.6508239,Reef,,,,,,,,,,
2011,OCTOPUSES **,18477,92079.02415,Reef,,,,,,,,,,
2011,PARROTFISHES **,62387,244873.9563,Reef,,,,,,,,,,
2011,RUDDERFISH **,20319,33505.02093,Reef,,,,,,,,,,
2011,"RUNNER, RAINBOW ",2537,4673.975019,Reef,,,,,,,,,,
2011,"SCAD, BIGEYE ",166359,615303.3533,Reef,,,,,,,,,,
2011,"SCAD, MACKEREL ",156796,487715.8491,Reef,,,,,,,,,,
2011,SCORPIONFISHES **,1844,10175.19213,Reef,,,,,,,,,,
2011,SEAWEED,10914,104985.3738,Reef,,,,,,,,,,
2011,"SHARKS, HAMMERHEAD **",73,204.8082077,Reef,,,,,,,,,,
2011,"SNAPPER, GLASSEYE ",2859,11878.87605,Reef,,,,,,,,,,
2011,"SQUIDS, LOLIGINIDAE **",2670,7743.809775,Reef,,,,,,,,,,
2011,SQUIRRELFISHES **,55878,272714.1424,Reef,,,,,,,,,,
2011,SURGEONFISHES **,97629,202158.287,Reef,,,,,,,,,,
2011,"TENPOUNDER, HAWAIIAN",1358,3069.834756,Reef,,,,,,,,,,
2011,THREADFINS **,512,4320.42342,Reef,,,,,,,,,,
2011,TRIGGERFISHES **,508,765.456374,Reef,,,,,,,,,,
2011,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",2,20.59523876,Reef,,,,,,,,,,
2012,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",24911,44715.43701,Reef,,,,,,,,,,
2012,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",3,5.613145164,Reef,,,,,,,,,,
2012,CORALS **,699,54712.44855,Reef,,,,,,,,,,
2012,"CRABS, DECAPODA (ORDER) **",33723,166103.0691,Reef,,,,,,,,,,
2012,EELS **,397,486.0983712,Reef,,,,,,,,,,
2012,EMPERORS **,4828,17630.88896,Reef,,,,,,,,,,
2012,GOATFISHES **,47387,252286.1773,Reef,,,,,,,,,,
2012,"GROUPERS, SERRANIDAE (FAMILY) **",13903,76150.17256,Reef,,,,,,,,,,
2012,"HERRING, ROUND ",500,1122.629033,Reef,,,,,,,,,,
2012,"JACK, BLACK ",434,1285.410243,Reef,,,,,,,,,,
2012,JACKS **,34493,125578.4062,Reef,,,,,,,,,,
2012,"JOBFISH, GREEN /UKU ",92197,466718.4262,Reef,,,,,,,,,,
2012,"LEATHERSKIN, LARGEMOUTHED ",472,1265.20292,Reef,,,,,,,,,,
2012,LIMPETS **,6986,56574.89011,Reef,,,,,,,,,,
2012,"LOBSTER, BANDED SPINY ",8256,109880.6845,Reef,,,,,,,,,,
2012,"LOBSTERS, SLIPPER **",19,106.6497581,Reef,,,,,,,,,,
2012,OCTOPUSES **,23899,119694.7075,Reef,,,,,,,,,,
2012,PARROTFISHES **,79730,323899.8059,Reef,,,,,,,,,,
2012,RUDDERFISH **,29461,49477.62937,Reef,,,,,,,,,,
2012,"RUNNER, RAINBOW ",2727,6753.736262,Reef,,,,,,,,,,
2012,"SCAD, BIGEYE ",206265,772692.0918,Reef,,,,,,,,,,
2012,"SCAD, MACKEREL ",176976,553205.7669,Reef,,,,,,,,,,
2012,SCORPIONFISHES **,2738,18274.1554,Reef,,,,,,,,,,
2012,SEAWEED,11836,97381.33283,Reef,,,,,,,,,,
2012,"SHARKS, CHONDRICHTHYES (CLASS) **",111,89.81032263,Reef,,,,,,,,,,
2012,"SNAPPER, GLASSEYE ",3418,14320.25594,Reef,,,,,,,,,,
2012,"SQUIDS, LOLIGINIDAE **",3761,12663.25549,Reef,,,,,,,,,,
2012,SQUIRRELFISHES **,47418,236182.0638,Reef,,,,,,,,,,
2012,SURGEONFISHES **,128020,262114.7945,Reef,,,,,,,,,,
2012,"TENPOUNDER, HAWAIIAN",923,1832.130582,Reef,,,,,,,,,,
2012,THREADFINS **,198,1439.21042,Reef,,,,,,,,,,
2012,TRIGGERFISHES **,1994,2469.783872,Reef,,,,,,,,,,
2012,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",4,56.13145164,Reef,,,,,,,,,,
2013,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",23307,35083.63227,Reef,,,,,,,,,,
2013,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",5,6.619761428,Reef,,,,,,,,,,
2013,"CABRILLA, SPOTTED ",11,14.34281643,Reef,,,,,,,,,,
2013,CORALS **,3167,270164.6001,Reef,,,,,,,,,,
2013,"CRABS, DECAPODA (ORDER) **",39445,187686.7859,Reef,,,,,,,,,,
2013,EELS **,847,1209.209754,Reef,,,,,,,,,,
2013,EMPERORS **,5336,19910.03579,Reef,,,,,,,,,,
2013,GOATFISHES **,51887,282155.1946,Reef,,,,,,,,,,
2013,"GROUPERS, SERRANIDAE (FAMILY) **",12211,64944.27278,Reef,,,,,,,,,,
2013,"HERRING, ROUND ",514,1134.185791,Reef,,,,,,,,,,
2013,"JACK, BLACK ",1399,4302.844928,Reef,,,,,,,,,,
2013,JACKS **,20069,71126.02666,Reef,,,,,,,,,,
2013,"JOBFISH, GREEN /UKU ",102633,477446.9831,Reef,,,,,,,,,,
2013,"LEATHERSKIN, LARGEMOUTHED ",284,771.2022064,Reef,,,,,,,,,,
2013,LIMPETS **,14163,102817.0312,Reef,,,,,,,,,,
2013,"LOBSTER, BANDED SPINY ",8823,104452.1123,Reef,,,,,,,,,,
2013,"LOBSTERS, SLIPPER **",52,456.7635385,Reef,,,,,,,,,,
2013,MILKFISH ,936,1397.872955,Reef,,,,,,,,,,
2013,OCTOPUSES **,25760,128285.46,Reef,,,,,,,,,,
2013,PARROTFISHES **,85458,346868.8791,Reef,,,,,,,,,,
2013,RUDDERFISH **,29495,48512.92163,Reef,,,,,,,,,,
2013,"RUNNER, RAINBOW ",2685,7990.052044,Reef,,,,,,,,,,
2013,"SCAD, BIGEYE ",185699,708369.6375,Reef,,,,,,,,,,
2013,"SCAD, MACKEREL ",175187,556688.8373,Reef,,,,,,,,,,
2013,SCORPIONFISHES **,2472,15593.95134,Reef,,,,,,,,,,
2013,SEAWEED,12000,115241.2201,Reef,,,,,,,,,,
2013,"SHARKS, CHONDRICHTHYES (CLASS) **",227,152.2545128,Reef,,,,,,,,,,
2013,"SNAPPER, GLASSEYE ",5817,23411.88958,Reef,,,,,,,,,,
2013,"SQUIDS, LOLIGINIDAE **",3124,11468.73667,Reef,,,,,,,,,,
2013,SQUIRRELFISHES **,55988,273659.8341,Reef,,,,,,,,,,
2013,SURGEONFISHES **,127541,256537.8212,Reef,,,,,,,,,,
2013,"TENPOUNDER, HAWAIIAN",698,1327.262166,Reef,,,,,,,,,,
2013,THREADFINS **,72,515.2380978,Reef,,,,,,,,,,
2013,TRIGGERFISHES **,789,1291.956772,Reef,,,,,,,,,,
2013,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",6,82.74701785,Reef,,,,,,,,,,
2014,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",18590,19798.8892,Reef,,,,,,,,,,
2014,CORALS **,1304,127171.3299,Reef,,,,,,,,,,
2014,"CRABS, DECAPODA (ORDER) **",25686,121739.8242,Reef,,,,,,,,,,
2014,CRUSTACEANS **,187,383.4768713,Reef,,,,,,,,,,
2014,EELS **,985,1471.077941,Reef,,,,,,,,,,
2014,EMPERORS **,3549,13376.19324,Reef,,,,,,,,,,
2014,GOATFISHES **,53597,265493.8206,Reef,,,,,,,,,,
2014,"GROUPERS, SERRANIDAE (FAMILY) **",9608,54374.63717,Reef,,,,,,,,,,
2014,"HERRING, ROUND ",4236,10206.55108,Reef,,,,,,,,,,
2014,"JACK, BLACK ",460,1187.261726,Reef,,,,,,,,,,
2014,JACKS **,20893,75936.0034,Reef,,,,,,,,,,
2014,"JOBFISH, GREEN /UKU ",82416,396460.9216,Reef,,,,,,,,,,
2014,"LEATHERSKIN, LARGEMOUTHED ",272,708.4572708,Reef,,,,,,,,,,
2014,LIMPETS **,11139,78744.91732,Reef,,,,,,,,,,
2014,"LOBSTER, BANDED SPINY ",10172,112758.4492,Reef,,,,,,,,,,
2014,"LOBSTERS, SLIPPER **",106,911.0283864,Reef,,,,,,,,,,
2014,MILKFISH ,1937,3306.13393,Reef,,,,,,,,,,
2014,OCTOPUSES **,20343,100382.1123,Reef,,,,,,,,,,
2014,PARROTFISHES **,73679,312624.6447,Reef,,,,,,,,,,
2014,RUDDERFISH **,15218,30501.57702,Reef,,,,,,,,,,
2014,"RUNNER, RAINBOW ",4586,9326.937464,Reef,,,,,,,,,,
2014,"SCAD, BIGEYE ",197468,724548.1336,Reef,,,,,,,,,,
2014,"SCAD, MACKEREL ",158546,496947.0276,Reef,,,,,,,,,,
2014,SCORPIONFISHES **,1761,12764.14682,Reef,,,,,,,,,,
2014,SEAWEED,12140,139984.2238,Reef,,,,,,,,,,
2014,"SHARKS, CHONDRICHTHYES (CLASS) **",44,23.83189596,Reef,,,,,,,,,,
2014,"SHARKS, HAMMERHEAD **",51,235.0691556,Reef,,,,,,,,,,
2014,"SNAPPER, GLASSEYE ",6918,29793.11975,Reef,,,,,,,,,,
2014,"SQUIDS, LOLIGINIDAE **",3137,11466.39176,Reef,,,,,,,,,,
2014,SQUIRRELFISHES **,52715,258147.097,Reef,,,,,,,,,,
2014,SURGEONFISHES **,98688,203851.5384,Reef,,,,,,,,,,
2014,"TENPOUNDER, HAWAIIAN",323,500.4698151,Reef,,,,,,,,,,
2014,THREADFINS **,181,1449.412582,Reef,,,,,,,,,,
2014,TRIGGERFISHES **,1257,2511.01522,Reef,,,,,,,,,,
2014,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",5,75.82875987,Reef,,,,,,,,,,
2015,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21754,14829.06574,Reef,,,,,,,,,,
2015,EMPERORS **,185,919.573758,Reef,,,,,,,,,,
2015,GOATFISHES **,2470,11473.74819,Reef,,,,,,,,,,
2015,"GROUPERS, SERRANIDAE (FAMILY) **",5187,33764.55944,Reef,,,,,,,,,,
2015,JACKS **,929,2459.350121,Reef,,,,,,,,,,
2015,"JOBFISH, GREEN /UKU ",50662,240305.976,Reef,,,,,,,,,,
2015,"LEATHERSKIN, LARGEMOUTHED ",4,8.584119095,Reef,,,,,,,,,,
2015,LIMPETS **,626,4591.430701,Reef,,,,,,,,,,
2015,MILKFISH ,59,78.33008674,Reef,,,,,,,,,,
2015,OCTOPUSES **,2149,10465.11419,Reef,,,,,,,,,,
2015,PARROTFISHES **,1286,4519.538703,Reef,,,,,,,,,,
2015,RUDDERFISH **,633,1240.405209,Reef,,,,,,,,,,
2015,"RUNNER, RAINBOW ",1092,1639.566747,Reef,,,,,,,,,,
2015,"SCAD, BIGEYE ",16919,61789.56226,Reef,,,,,,,,,,
2015,"SCAD, MACKEREL ",19069,53799.89341,Reef,,,,,,,,,,
2015,SCORPIONFISHES **,836,7691.370709,Reef,,,,,,,,,,
2015,SEAWEED,4108,55090.73032,Reef,,,,,,,,,,
2015,"SNAPPER, GLASSEYE ",2990,12984.55315,Reef,,,,,,,,,,
2015,"SQUIDS, LOLIGINIDAE **",466,1273.668671,Reef,,,,,,,,,,
2015,SQUIRRELFISHES **,7577,34738.85696,Reef,,,,,,,,,,
2015,SURGEONFISHES **,3005,8066.925919,Reef,,,,,,,,,,
2015,THREADFINS **,14,53.65074434,Reef,,,,,,,,,,
2015,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",24,1158.856078,Reef,,,,,,,,,,
2016,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21765,23343.43452,Reef,,,,,,,,,,
2016,"CRABS, DECAPODA (ORDER) **",7389,51384.65162,Reef,,,,,,,,,,
2016,EELS **,463,631.8220235,Reef,,,,,,,,,,
2016,EMPERORS **,2882,12908.28322,Reef,,,,,,,,,,
2016,GOATFISHES **,53794,240344.0358,Reef,,,,,,,,,,
2016,"GROUPERS, SERRANIDAE (FAMILY) **",11535,66682.17779,Reef,,,,,,,,,,
2016,JACKS **,17679,71407.5694,Reef,,,,,,,,,,
2016,"JOBFISH, GREEN /UKU ",113651,598828.1712,Reef,,,,,,,,,,
2016,"LEATHERSKIN, LARGEMOUTHED ",146,370.5981281,Reef,,,,,,,,,,
2016,LIMPETS **,8807,66024.87051,Reef,,,,,,,,,,
2016,"LOBSTER, BANDED SPINY ",3191,29127.52623,Reef,,,,,,,,,,
2016,"LOBSTERS, SLIPPER **",138,1136.217757,Reef,,,,,,,,,,
2016,MILKFISH ,1672,2569.763524,Reef,,,,,,,,,,
2016,OCTOPUSES **,27865,140069.1022,Reef,,,,,,,,,,
2016,PARROTFISHES **,43127,211551.0036,Reef,,,,,,,,,,
2016,RUDDERFISH **,13512,26934.73214,Reef,,,,,,,,,,
2016,"RUNNER, RAINBOW ",4204,11666.93878,Reef,,,,,,,,,,
2016,"SCAD, BIGEYE ",285838,983899.8021,Reef,,,,,,,,,,
2016,"SCAD, MACKEREL ",82157,261934.297,Reef,,,,,,,,,,
2016,SCORPIONFISHES **,2070,14170.86538,Reef,,,,,,,,,,
2016,SEAWEED,7868,101688.3035,Reef,,,,,,,,,,
2016,"SNAPPER, GLASSEYE ",7093,31562.43026,Reef,,,,,,,,,,
2016,"SQUIDS, LOLIGINIDAE **",842,3641.20625,Reef,,,,,,,,,,
2016,SQUIRRELFISHES **,48459,254357.7421,Reef,,,,,,,,,,
2016,SURGEONFISHES **,88222,182261.0089,Reef,,,,,,,,,,
2016,"TENPOUNDER, HAWAIIAN",846,1810.51521,Reef,,,,,,,,,,
2016,THREADFINS **,265,2266.064198,Reef,,,,,,,,,,
2016,TRIGGERFISHES **,327,975.8730077,Reef,,,,,,,,,,
2017,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",14177,19950.76711,Reef,,,,,,,,,,
2017,"CRABS, DECAPODA (ORDER) **",5095,37841.93881,Reef,,,,,,,,,,
2017,EELS **,728,1117.351358,Reef,,,,,,,,,,
2017,EMPERORS **,8299,40520.66361,Reef,,,,,,,,,,
2017,GOATFISHES **,37153,174678.9148,Reef,,,,,,,,,,
2017,"GROUPERS, SERRANIDAE (FAMILY) **",14575,81064.25794,Reef,,,,,,,,,,
2017,"HERRING, ROUND ",4697,14535.99071,Reef,,,,,,,,,,
2017,"JACK, BLACK ",74,214.7149065,Reef,,,,,,,,,,
2017,JACKS **,33004,153403.3776,Reef,,,,,,,,,,
2017,"JOBFISH, GREEN /UKU ",124297,626115.9634,Reef,,,,,,,,,,
2017,"LEATHERSKIN, LARGEMOUTHED ",226,600.3678938,Reef,,,,,,,,,,
2017,LIMPETS **,8955,74821.89107,Reef,,,,,,,,,,
2017,"LOBSTER, BANDED SPINY ",3110,20829.43054,Reef,,,,,,,,,,
2017,"LOBSTERS, SLIPPER **",88,776.5175015,Reef,,,,,,,,,,
2017,MILKFISH ,1576,2638.074894,Reef,,,,,,,,,,
2017,OCTOPUSES **,19236,99906.01213,Reef,,,,,,,,,,
2017,PARROTFISHES **,56551,283828.091,Reef,,,,,,,,,,
2017,RUDDERFISH **,12224,20921.15341,Reef,,,,,,,,,,
2017,"RUNNER, RAINBOW ",4324,13195.586,Reef,,,,,,,,,,
2017,"SCAD, BIGEYE ",248824,848505.3643,Reef,,,,,,,,,,
2017,"SCAD, MACKEREL ",57185,189440.0435,Reef,,,,,,,,,,
2017,SCORPIONFISHES **,1633,12304.41491,Reef,,,,,,,,,,
2017,SEAWEED,8096,114190.8072,Reef,,,,,,,,,,
2017,"SNAPPER, GLASSEYE ",4641,20869.03814,Reef,,,,,,,,,,
2017,"SQUIDS, LOLIGINIDAE **",1308,5856.713881,Reef,,,,,,,,,,
2017,SQUIRRELFISHES **,55955,271586.2144,Reef,,,,,,,,,,
2017,SURGEONFISHES **,85903,179463.0965,Reef,,,,,,,,,,
2017,"TENPOUNDER, HAWAIIAN",1170,2275.352625,Reef,,,,,,,,,,
2017,THREADFINS **,217,1645.800181,Reef,,,,,,,,,,
